step,t_ms,v,g_e,g_i,g_i_slow,g_nmda,adaptation,i_e,i_i,i_i_slow,i_nmda,i_adapt,v_noise,ge_noise,gi_noise,spiked
10,1.0000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
11,1.1000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
12,1.2000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
13,1.3000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
14,1.4000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
15,1.5000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
16,1.6000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
17,1.7000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
18,1.8000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
19,1.9000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
20,2.0000,-59.89335517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
21,2.1000,-59.61894496,0.04165434,0.00000000,0.00000000,0.00000000,0.00000000,2.48338768,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
22,2.2000,-59.10159450,0.07952465,0.00000000,0.00000000,0.00000000,0.00000000,4.70003349,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
23,2.3000,-58.33917828,0.11912014,0.00000000,0.00000000,0.00000000,0.00000000,6.94937090,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
24,2.4000,-57.66769606,0.10829884,0.00000000,0.00000000,0.00000000,0.00000000,6.24534459,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
25,2.5000,-56.77977271,0.14528038,0.00000000,0.00000000,0.00000000,0.00000000,8.24898691,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
26,2.6000,-56.00186266,0.13208259,0.00000000,0.00000000,0.00000000,0.00000000,7.39687122,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
27,2.7000,-55.08215624,0.15884300,0.00000000,0.00000000,0.00000000,0.00000000,8.74941496,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
28,2.8000,-75.00000000,0.14441314,0.00000000,0.00000000,0.00000000,0.00000000,10.83098528,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1
29,2.9000,-75.00000000,0.13129413,0.00000000,0.00000000,0.00000000,0.00000000,9.84706005,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
30,3.0000,-75.00000000,0.11936691,0.00000000,0.00000000,0.00000000,0.00000000,8.95251809,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
31,3.1000,-75.00000000,0.10852319,0.00000000,0.00000000,0.00000000,0.00000000,8.13923950,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
32,3.2000,-75.00000000,0.12006025,0.00000000,0.00000000,0.00000000,0.00000000,9.00451910,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
33,3.3000,-75.00000000,0.10915355,0.00000000,0.00000000,0.00000000,0.00000000,8.18651655,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
34,3.4000,-75.00000000,0.09923766,0.00000000,0.00000000,0.00000000,0.00000000,7.44282427,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
35,3.5000,-75.00000000,0.09022256,0.00000000,0.00000000,0.00000000,0.00000000,6.76669164,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
36,3.6000,-75.00000000,0.08202642,0.00000000,0.00000000,0.00000000,0.00000000,6.15198130,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
37,3.7000,-75.00000000,0.07457485,0.00000000,0.00000000,0.00000000,0.00000000,5.59311343,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
38,3.8000,-75.00000000,0.10945454,0.00000000,0.00000000,0.00000000,0.00000000,8.20909046,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
39,3.9000,-75.00000000,0.09951130,0.00000000,0.00000000,0.00000000,0.00000000,7.46334749,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
40,4.0000,-75.00000000,0.13212568,0.00000000,0.00000000,0.00000000,0.00000000,9.90942580,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
41,4.1000,-75.00000000,0.16177725,0.00000000,0.00000000,0.00000000,0.00000000,12.13329366,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
42,4.2000,-75.00000000,0.19390062,0.00000000,0.00000000,0.00000000,0.00000000,14.54254644,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
43,4.3000,-75.00000000,0.26186505,0.00000000,0.00000000,0.00000000,0.00000000,19.63987862,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
44,4.4000,-75.00000000,0.23807630,0.00000000,0.00000000,0.00000000,0.00000000,17.85572219,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
45,4.5000,-75.00000000,0.30202765,0.00000000,0.00000000,0.00000000,0.00000000,22.65207370,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
46,4.6000,-75.00000000,0.27459038,0.00000000,0.00000000,0.00000000,0.00000000,20.59427875,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
47,4.7000,-75.00000000,0.24964562,0.00000000,0.00000000,0.00000000,0.00000000,18.72342121,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
48,4.8000,-75.00000000,0.24836261,0.00000000,0.00000000,0.00000000,0.00000000,18.62719610,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
49,4.9000,-75.00000000,0.22580047,0.00000000,0.00000000,0.00000000,0.00000000,16.93503534,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
50,5.0000,-75.00000000,0.22668365,0.00000000,0.00000000,0.00000000,0.00000000,17.00127356,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
51,5.1000,-75.00000000,0.20609090,0.00000000,0.00000000,0.00000000,0.00000000,15.45681739,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
52,5.2000,-75.00000000,0.18736887,0.00000000,0.00000000,0.00000000,0.00000000,14.05266512,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
53,5.3000,-75.00000000,0.17034761,0.00000000,0.00000000,0.00000000,0.00000000,12.77607103,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
54,5.4000,-75.00000000,0.15487263,0.00000000,0.00000000,0.00000000,0.00000000,11.61544729,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
55,5.5000,-75.00000000,0.14080345,0.00000000,0.00000000,0.00000000,0.00000000,10.56025874,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
56,5.6000,-75.00000000,0.12801236,0.00000000,0.00000000,0.00000000,0.00000000,9.60092728,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
57,5.7000,-75.00000000,0.11638327,0.00000000,0.00000000,0.00000000,0.00000000,8.72874489,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
58,5.8000,-75.00000000,0.14746493,0.00000000,0.00000000,0.00000000,0.00000000,11.05987001,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
59,5.9000,-75.00000000,0.13406869,0.00000000,0.00000000,0.00000000,0.00000000,10.05515207,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
60,6.0000,-75.00000000,0.16354376,0.00000000,0.00000000,0.00000000,0.00000000,12.26578164,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
61,6.1000,-75.00000000,0.14868686,0.00000000,0.00000000,0.00000000,0.00000000,11.15151441,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
62,6.2000,-75.00000000,0.22075867,0.00000000,0.00000000,0.00000000,0.00000000,16.55690001,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
63,6.3000,-75.00000000,0.28628322,0.00000000,0.00000000,0.00000000,0.00000000,21.47124115,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
64,6.4000,-75.00000000,0.26027623,0.00000000,0.00000000,0.00000000,0.00000000,19.52071723,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
65,6.5000,-75.00000000,0.23663181,0.00000000,0.00000000,0.00000000,0.00000000,17.74738584,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
66,6.6000,-75.00000000,0.21513534,0.00000000,0.00000000,0.00000000,0.00000000,16.13515018,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
67,6.7000,-75.00000000,0.21698737,0.00000000,0.00000000,0.00000000,0.00000000,16.27405281,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
68,6.8000,-75.00000000,0.21867116,0.00000000,0.00000000,0.00000000,0.00000000,16.40033703,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
69,6.9000,-75.00000000,0.19880629,0.00000000,0.00000000,0.00000000,0.00000000,14.91047207,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
70,7.0000,-75.00000000,0.18074602,0.00000000,0.00000000,0.00000000,0.00000000,13.55595175,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
71,7.1000,-73.41642283,0.16432641,0.00000000,0.00000000,0.00000000,0.00000000,12.06425732,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
72,7.2000,-72.00591366,0.14939842,0.00000000,0.00000000,0.00000000,0.00000000,10.75756944,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
73,7.3000,-70.74735999,0.13582653,0.00000000,0.00000000,0.00000000,0.00000000,9.60936858,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
74,7.4000,-69.62261987,0.12348757,0.00000000,0.00000000,0.00000000,0.00000000,8.59752794,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
75,7.5000,-68.61603784,0.11226952,0.00000000,0.00000000,0.00000000,0.00000000,7.70348944,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
76,7.6000,-67.71405049,0.10207055,0.00000000,0.00000000,0.00000000,0.00000000,6.91161071,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
77,7.7000,-66.59462149,0.13445244,0.00000000,0.00000000,0.00000000,0.00000000,8.95380939,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
78,7.8000,-65.29299532,0.16389264,0.00000000,0.00000000,0.00000000,0.00000000,10.70104142,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
79,7.9000,-64.14140249,0.14900405,0.00000000,0.00000000,0.00000000,0.00000000,9.55732875,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
80,8.0000,-63.12156019,0.13546799,0.00000000,0.00000000,0.00000000,0.00000000,8.55095102,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
81,8.1000,-61.62358229,0.20874065,0.00000000,0.00000000,0.00000000,0.00000000,12.86334657,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
82,8.2000,-59.73107207,0.27535696,0.00000000,0.00000000,0.00000000,0.00000000,16.44736625,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
83,8.3000,-58.08878455,0.25034255,0.00000000,0.00000000,0.00000000,0.00000000,14.54209455,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
84,8.4000,-56.66180878,0.22760054,0.00000000,0.00000000,0.00000000,0.00000000,12.89625849,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
85,8.5000,-55.42095182,0.20692450,0.00000000,0.00000000,0.00000000,0.00000000,11.46795279,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
86,8.6000,-75.00000000,0.20952244,0.00000000,0.00000000,0.00000000,0.00000000,15.71418280,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,1
87,8.7000,-75.00000000,0.21188437,0.00000000,0.00000000,0.00000000,0.00000000,15.89132760,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
88,8.8000,-75.00000000,0.19263604,0.00000000,0.00000000,0.00000000,0.00000000,14.44770287,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
89,8.9000,-75.00000000,0.17513630,0.00000000,0.00000000,0.00000000,0.00000000,13.13522215,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
90,9.0000,-75.00000000,0.15922629,0.00000000,0.00000000,0.00000000,0.00000000,11.94197185,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
91,9.1000,-75.00000000,0.14476161,0.00000000,0.00000000,0.00000000,0.00000000,10.85712065,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
92,9.2000,-75.00000000,0.13161095,0.00000000,0.00000000,0.00000000,0.00000000,9.87082119,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
93,9.3000,-75.00000000,0.11965494,0.00000000,0.00000000,0.00000000,0.00000000,8.97412068,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
94,9.4000,-75.00000000,0.10878506,0.00000000,0.00000000,0.00000000,0.00000000,8.15887963,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
95,9.5000,-75.00000000,0.14055698,0.00000000,0.00000000,0.00000000,0.00000000,10.54177334,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
96,9.6000,-75.00000000,0.16944262,0.00000000,0.00000000,0.00000000,0.00000000,12.70819650,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
97,9.7000,-75.00000000,0.19570419,0.00000000,0.00000000,0.00000000,0.00000000,14.67781407,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
98,9.8000,-75.00000000,0.22474551,0.00000000,0.00000000,0.00000000,0.00000000,16.85591356,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
99,9.9000,-75.00000000,0.20432883,0.00000000,0.00000000,0.00000000,0.00000000,15.32466241,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
100,10.0000,-75.00000000,0.27134593,0.00000000,0.00000000,0.00000000,0.00000000,20.35094440,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
101,10.1000,-75.00000000,0.33227495,0.00000000,0.00000000,0.00000000,0.00000000,24.92062106,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
102,10.2000,-75.00000000,0.34084917,0.00000000,0.00000000,0.00000000,0.00000000,25.56368770,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
103,10.3000,-75.00000000,0.30988522,0.00000000,0.00000000,0.00000000,0.00000000,23.24139138,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
104,10.4000,-75.00000000,0.28173414,0.00000000,0.00000000,0.00000000,0.00000000,21.13006071,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
105,10.5000,-75.00000000,0.27753611,0.00000000,0.00000000,0.00000000,0.00000000,20.81520790,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
106,10.6000,-75.00000000,0.27371943,0.00000000,0.00000000,0.00000000,0.00000000,20.52895744,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
107,10.7000,-75.00000000,0.24885379,0.00000000,0.00000000,0.00000000,0.00000000,18.66403392,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
108,10.8000,-75.00000000,0.22624702,0.00000000,0.00000000,0.00000000,0.00000000,16.96852669,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
109,10.9000,-75.00000000,0.20569394,0.00000000,0.00000000,0.00000000,0.00000000,15.42704537,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
110,11.0000,-75.00000000,0.18700797,0.00000000,0.00000000,0.00000000,0.00000000,14.02559769,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
111,11.1000,-75.00000000,0.17001950,0.00000000,0.00000000,0.00000000,0.00000000,12.75146250,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
112,11.2000,-75.00000000,0.15457432,0.00000000,0.00000000,0.00000000,0.00000000,11.59307429,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
113,11.3000,-75.00000000,0.14053224,0.00000000,0.00000000,0.00000000,0.00000000,10.53991819,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
114,11.4000,-75.00000000,0.12776579,0.00000000,0.00000000,0.00000000,0.00000000,9.58243453,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
115,11.5000,-75.00000000,0.15781343,0.00000000,0.00000000,0.00000000,0.00000000,11.83600744,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
116,11.6000,-75.00000000,0.18513144,0.00000000,0.00000000,0.00000000,0.00000000,13.88485777,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
117,11.7000,-75.00000000,0.16831344,0.00000000,0.00000000,0.00000000,0.00000000,12.62350790,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
118,11.8000,-75.00000000,0.19984304,0.00000000,0.00000000,0.00000000,0.00000000,14.98822787,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
119,11.9000,-75.00000000,0.18168859,0.00000000,0.00000000,0.00000000,0.00000000,13.62664393,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
120,12.0000,-75.00000000,0.25076240,0.00000000,0.00000000,0.00000000,0.00000000,18.80717996,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
121,12.1000,-75.00000000,0.26674151,0.00000000,0.00000000,0.00000000,0.00000000,20.00561334,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
122,12.2000,-75.00000000,0.24250976,0.00000000,0.00000000,0.00000000,0.00000000,18.18823226,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
123,12.3000,-75.00000000,0.24187501,0.00000000,0.00000000,0.00000000,0.00000000,18.14062561,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
124,12.4000,-75.00000000,0.21990222,0.00000000,0.00000000,0.00000000,0.00000000,16.49266665,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
125,12.5000,-75.00000000,0.22132122,0.00000000,0.00000000,0.00000000,0.00000000,16.59909121,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
126,12.6000,-75.00000000,0.20121561,0.00000000,0.00000000,0.00000000,0.00000000,15.09117072,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
127,12.7000,-75.00000000,0.18293647,0.00000000,0.00000000,0.00000000,0.00000000,13.72023509,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
128,12.8000,-75.00000000,0.16631787,0.00000000,0.00000000,0.00000000,0.00000000,12.47384013,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
129,12.9000,-73.52463399,0.15120896,0.00000000,0.00000000,0.00000000,0.00000000,11.11758356,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
130,13.0000,-72.20715913,0.13747260,0.00000000,0.00000000,0.00000000,0.00000000,9.92650603,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
131,13.1000,-71.02867470,0.12498410,0.00000000,0.00000000,0.00000000,0.00000000,8.87745509,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
132,13.2000,-69.97288047,0.11363010,0.00000000,0.00000000,0.00000000,0.00000000,7.95102549,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
133,13.3000,-68.70507169,0.14496188,0.00000000,0.00000000,0.00000000,0.00000000,9.95961613,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
134,13.4000,-67.57612802,0.13179302,0.00000000,0.00000000,0.00000000,0.00000000,8.90606227,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
135,13.5000,-66.25996724,0.16147481,0.00000000,0.00000000,0.00000000,0.00000000,10.69931595,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
136,13.6000,-65.09395389,0.14680587,0.00000000,0.00000000,0.00000000,0.00000000,9.55617443,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
137,13.7000,-63.72463037,0.18028929,0.00000000,0.00000000,0.00000000,0.00000000,11.48886850,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
138,13.8000,-61.91808278,0.24949022,0.00000000,0.00000000,0.00000000,0.00000000,15.44795626,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
139,13.9000,-60.34273097,0.22682564,0.00000000,0.00000000,0.00000000,0.00000000,13.68727877,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0
140,14.0000,-58.70996752,0.24497926,0.00000000,0.00000000,0.00000000,0.00000000,14.38272412,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0
